username_length,num_followers,num_following,posts_count,is_private,has_profile_pic,bio_length,avg_likes,avg_comments,account_age_days,follower_following_ratio,is_verified,engagement_rate,growth_score,username_suspicious_score,label
16,878883,1096,67,0,1,180,104649,4714,2210,801.17,0,0.1244,428.14,1.0,0
16,0,27,4,0,0,7,1,1,58,0.036,0,0.0,0.0,1.0,1
18,813750,1698,118,0,1,62,126802,5060,1078,478.959,0,0.162,624.1,1.0,0
16,816568,1529,242,0,1,45,135995,1805,900,533.705,0,0.1688,748.41,1.0,0
18,2230,222,311,1,1,49,0,0,2132,10.004,0,0.0,1.21,1.0,0
8,13,28,3,0,0,43,1,1,86,0.483,0,0.1538,0.17,0.83,1
18,734261,1400,210,0,1,167,72131,1886,315,524.099,0,0.1008,2543.36,1.0,0
17,10,17,2,1,1,5,1,1,30,0.611,0,0.2,0.3,1.0,1
13,773491,899,222,0,1,125,56605,2391,486,859.436,0,0.0763,1408.41,0.87,0
18,8802,1003,56,0,1,58,416,11,360,8.768,0,0.0485,27.24,1.0,0
12,228082,1209,73,0,1,33,1366,32,2300,188.498,0,0.0061,112.42,0.8,0
5,28822,33,320,1,0,88,0,0,2606,847.735,0,0.0,9.11,0.33,0
6,6853,123,215,1,0,100,0,0,1343,55.274,0,0.0,4.54,0.4,0
18,11,0,9,1,0,19,2,2,66,12.0,0,0.3636,0.19,1.0,1
13,539231,469,115,0,1,158,31197,1489,1734,1147.302,0,0.0606,348.79,0.87,0
8,17,27,3,1,0,6,2,0,71,0.643,0,0.1176,0.2,0.68,1
5,16,12,3,0,1,2,1,2,45,1.308,0,0.1875,0.35,0.47,1
6,3,30,10,1,0,47,0,0,88,0.129,0,0.0,0.04,0.55,1
8,896057,2093,117,0,1,156,122071,2469,3157,427.917,0,0.139,230.73,0.53,0
11,35014254,36,119551,0,1,250,871046,6950,1618,946331.216,1,0.0251,24509.97,0.73,0
11,4,10,0,1,0,25,2,1,99,0.455,0,0.75,0.04,0.91,1
15,15149,278,337,1,0,19,0,0,1362,54.301,0,0.0,10.15,1.0,0
6,20,4,7,0,0,26,2,2,34,4.2,0,0.2,0.66,0.51,1
16,12,2,6,1,1,35,2,0,42,4.333,0,0.1667,0.34,1.0,1
8,6,19,2,1,0,31,4,2,75,0.35,0,1.0,0.07,0.69,1
18,731459,2704,87,0,1,33,28985,444,308,270.41,0,0.0402,2834.36,1.0,0
9,800519,107,280,0,1,75,154525,2606,3231,7412.222,0,0.1963,272.94,0.6,0
11,148751,2502,136,0,1,179,26325,708,3038,59.429,0,0.1817,50.35,0.73,0
11,106959,2968,284,0,1,165,20537,698,1002,36.026,0,0.1985,127.3,0.73,0
15,10,12,4,0,0,22,4,0,13,0.846,0,0.4,0.82,1.0,1
10,8,3,0,1,1,28,5,1,61,2.25,0,0.75,0.11,0.9,1
13,843810,725,182,0,1,60,101866,4495,2749,1162.274,0,0.126,257.92,0.87,0
16,15,0,5,1,1,10,0,2,89,16.0,0,0.1333,0.16,1.0,1
6,27270,162,338,1,1,149,0,0,1944,167.307,0,0.0,15.89,0.4,0
10,22471,186,309,1,1,58,0,0,2987,120.171,0,0.0,7.73,0.67,0
10,22725,1244,106,0,1,36,3813,117,390,18.254,0,0.1729,54.44,0.67,0
14,893892,2390,50,0,1,181,18953,756,2292,373.857,0,0.022,394.62,0.93,0
13,259011830,49,4896,0,1,59,21945959,350255,857,5180236.62,1,0.0861,333281.76,0.87,0
10,10,25,0,0,1,34,1,2,46,0.423,0,0.3,0.19,0.82,1
15,7718306,82,642440,0,1,61,685777,10064,3449,92991.651,1,0.0902,2655.7,1.0,0
17,6,14,5,0,0,34,4,0,29,0.467,0,0.6667,0.23,1.0,1
17,109154049,71,529991,0,1,217,8655455,132172,2502,1516028.472,1,0.0805,43429.52,1.0,0
17,6,12,8,1,0,9,3,0,84,0.538,0,0.5,0.07,1.0,1
8,971933,1130,274,0,1,100,64663,3219,2084,859.358,0,0.0698,515.57,0.53,0
12,1159682,21,669192,0,1,124,170227,2060,1273,52712.864,1,0.1486,1014.79,0.8,0
16,22478,244,425,1,1,24,0,0,1991,91.751,0,0.0,12.96,1.0,0
11,14,8,9,1,0,42,4,2,52,1.667,0,0.4286,0.28,1.0,1
16,12,18,5,0,0,28,3,0,92,0.684,0,0.25,0.15,1.0,1
10,19441,260,83,1,0,143,0,0,1014,74.49,0,0.0,19.69,0.67,0
14,0,1,4,1,1,2,5,1,12,0.5,0,0.0,0.0,1.0,1
5,659643,2480,88,0,1,27,76848,846,2831,265.878,0,0.1178,254.83,0.33,0
12,0,6,6,0,1,35,0,0,81,0.143,0,0.0,0.0,0.94,1
12,28524,181,425,1,1,126,0,0,417,156.731,0,0.0,58.69,0.8,0
4,617410,91,126,0,1,125,122391,1296,3361,6710.989,0,0.2003,199.85,0.27,0
18,139604939,12,938257,0,1,185,19360595,163529,4491,10738841.538,1,0.1399,28239.24,1.0,0
5,2,24,10,0,1,46,4,0,81,0.12,0,2.0,0.03,0.51,1
16,15365,54,189,1,0,90,0,0,655,279.382,0,0.0,27.44,1.0,0
9,87197,2117,103,0,1,121,2845,105,3658,41.17,0,0.0338,26.47,0.6,0
20,10,20,0,0,0,34,5,0,55,0.524,0,0.5,0.16,1.0,1
4,520729,2534,124,0,1,196,42549,1001,1462,205.416,0,0.0836,308.14,0.27,0
14,9,8,9,1,1,36,3,2,31,1.111,0,0.5556,0.28,1.0,1
16,525166,2233,205,0,1,170,79683,3742,1561,235.079,0,0.1589,386.14,1.0,0
16,5160093,97,168100,0,1,119,376194,4777,4203,52654.02,1,0.0738,1027.21,1.0,0
18,9,14,0,1,1,32,0,2,56,0.667,0,0.2222,0.18,1.0,1
7,3727,152,6,1,0,126,0,0,1181,24.366,0,0.0,2.83,0.47,0
20,13,17,6,0,0,5,1,1,33,0.778,0,0.1538,0.44,1.0,1
7,11,14,6,1,1,29,0,2,33,0.8,0,0.1818,0.31,0.69,1
18,633927,2041,118,0,1,199,17302,487,3336,310.445,0,0.0281,193.45,1.0,0
7,708,154,450,1,1,117,0,0,2986,4.574,0,0.0,0.22,0.47,0
14,110108656,56,907323,0,1,80,13057612,111697,4120,1931730.825,1,0.1196,30585.07,0.93,0
14,13,12,5,0,0,34,1,2,47,1.077,0,0.2308,0.3,1.0,1
6,27329,275,442,1,1,72,0,0,323,99.022,0,0.0,85.68,0.4,0
12,17,3,5,0,1,24,4,1,80,4.5,0,0.2941,0.24,1.0,1
10,201152,2388,143,0,1,97,28237,337,2821,84.2,0,0.1421,73.4,0.67,0
11,19217,150,278,1,1,27,0,0,2978,127.272,0,0.0,6.64,0.73,0
4,11658966,45,225147,0,1,97,565430,6609,1408,253455.804,1,0.0491,8658.46,0.27,0
11,19,29,2,1,0,46,3,0,84,0.667,0,0.1579,0.24,1.0,1
19,16431503,28,144248,0,1,89,341826,6038,1214,566603.586,1,0.0212,15001.53,1.0,0
15,19,11,1,1,1,24,4,2,96,1.667,0,0.3158,0.16,1.0,1
20,9,28,1,1,0,21,4,2,50,0.345,0,0.6667,0.15,1.0,1
7,0,27,5,0,0,45,0,0,38,0.036,0,0.0,0.0,0.71,1
8,583546,2307,300,0,1,69,99402,3303,1988,252.837,0,0.176,308.48,0.53,0
6,8583,159,295,1,1,137,0,0,2553,53.65,0,0.0,2.93,0.4,0
14,924971,2194,125,0,1,64,156028,4766,607,421.4,0,0.1738,1799.65,0.93,0
10,1630,297,485,1,0,74,0,0,2540,5.473,0,0.0,0.54,0.67,0
9,8,11,10,0,0,2,4,1,66,0.75,0,0.625,0.1,0.82,1
6,221521,808,50,0,1,174,19846,212,1362,273.822,0,0.0905,155.81,0.4,0
10,887150,1186,188,0,1,110,91782,1168,957,747.389,0,0.1048,1045.52,0.67,0
18,18882,240,294,1,0,21,0,0,1763,78.353,0,0.0,10.29,1.0,0
11,114974294,36,460486,0,1,81,8694093,83127,2448,3107413.378,1,0.0763,46975.49,0.73,0
10,715284,2985,276,0,1,194,35126,382,1442,239.546,0,0.0496,492.74,0.67,0
5,14,11,7,0,1,50,1,0,89,1.25,0,0.0714,0.14,0.59,1
6,4,29,1,0,1,27,1,2,54,0.167,0,0.75,0.07,0.68,1
11,75760348,81,290783,0,1,246,9005971,110493,1779,923906.695,1,0.1203,41561.69,0.73,0
3,790042,2752,55,0,1,47,28635,1350,2081,286.975,0,0.038,440.79,0.2,0
6,63526815,99,882028,0,1,147,1949548,29654,929,635268.16,1,0.0312,59924.03,0.4,0
9,3,10,6,0,1,36,5,0,32,0.364,0,1.6667,0.11,0.75,1
8,19,11,9,1,1,6,3,1,50,1.667,0,0.2105,0.44,0.78,1
12,4666,234,316,1,0,85,0,0,749,19.86,0,0.0,6.0,0.8,0
10,5041,178,434,1,1,11,0,0,1318,28.168,0,0.0,4.28,0.67,0
15,502278,497,67,0,1,78,20579,833,455,1008.592,0,0.0426,1239.21,1.0,0
15,1949,274,184,1,0,73,0,0,2904,7.091,0,0.0,0.78,1.0,0
12,78211,2224,196,0,1,39,11655,306,2340,35.151,0,0.1529,27.09,0.8,0
18,21788,42,47,1,0,87,0,0,864,506.721,0,0.0,22.97,1.0,0
10,747256,603,37,0,1,152,120154,2357,1036,1237.18,0,0.1639,591.68,0.67,0
3,49194474,54,774416,0,1,79,1146220,18767,987,894445.0,1,0.0237,56860.21,0.2,0
11,657266,986,55,0,1,138,93164,1560,1112,665.924,0,0.1441,567.67,0.73,0
20,8,23,4,0,0,36,2,0,51,0.375,0,0.25,0.13,1.0,1
18,576737,2863,211,0,1,198,78058,3376,1170,201.375,0,0.1412,533.6,1.0,0
16,594364,1002,40,0,1,146,39069,918,1332,592.587,0,0.0673,383.86,1.0,0
6,1,0,1,1,1,37,0,1,95,2.0,0,1.0,0.01,0.6,1
11,82198,2529,119,0,1,62,11812,514,2895,32.49,0,0.15,29.08,0.73,0
17,13,13,1,0,1,39,5,1,62,1.0,0,0.4615,0.23,1.0,1
10,5,11,5,0,1,33,4,0,66,0.5,0,0.8,0.09,0.92,1
9,9462,140,496,1,0,87,0,0,99,67.113,0,0.0,102.84,0.6,0
10,653956,1814,30,0,1,194,29898,1028,1887,360.307,0,0.0473,287.64,0.67,0
13,775843,978,181,0,1,145,114601,4799,778,792.486,0,0.1539,1016.55,0.87,0
18,17,12,6,1,1,21,0,1,95,1.385,0,0.0588,0.18,1.0,1
14,523007,2175,247,0,1,65,56206,1648,1618,240.353,0,0.1106,382.17,0.93,0
12,6,5,3,0,1,12,0,0,97,1.167,0,0.0,0.05,1.0,1
5,454891,1602,23,0,1,174,26235,820,1313,283.775,0,0.0595,371.95,0.33,0
8,10,10,5,0,0,31,1,1,55,1.0,0,0.2,0.18,0.68,1
3,718225,316,219,0,1,152,90226,1515,2488,2265.697,0,0.1277,338.65,0.2,0
8,487724,654,238,0,1,180,58916,2376,1864,744.618,0,0.1257,220.6,0.53,0
5,4772,53,81,1,0,40,0,0,2450,88.389,0,0.0,1.83,0.33,0
6,2,27,6,0,0,21,3,2,70,0.107,0,2.5,0.03,0.53,1
11,14,18,5,0,0,6,2,0,60,0.789,0,0.1429,0.19,0.96,1
14,6,12,9,0,1,6,2,1,76,0.538,0,0.5,0.07,1.0,1
10,512667,2284,265,0,1,100,34737,1332,2970,224.362,0,0.0704,173.61,0.67,0
14,213398,1838,56,0,1,82,1272,20,931,116.041,0,0.0061,192.53,0.93,0
4,793470,1316,106,0,1,161,41153,551,1126,602.484,0,0.0526,724.45,0.27,0
13,6,18,10,0,1,26,4,1,39,0.368,0,0.8333,0.18,1.0,1
12,13,30,8,1,0,35,0,0,23,0.452,0,0.0,0.65,1.0,1
8,9757,35,168,1,0,48,0,0,277,271.056,0,0.0,31.47,0.53,0
13,4,4,10,0,1,44,4,2,38,1.0,0,1.5,0.11,0.98,1
3,139620,943,151,0,1,48,18445,713,2653,147.904,0,0.1372,59.57,0.2,0
18,803733,1198,122,0,1,85,153145,5639,3027,670.337,0,0.1976,283.1,1.0,0
11,86718,569,268,0,1,39,4695,162,3787,152.139,0,0.056,20.84,0.73,0
15,3,14,5,1,1,31,0,2,36,0.267,0,0.6667,0.08,1.0,1
18,18,2,4,0,0,24,5,1,41,6.333,0,0.3333,0.5,1.0,1
5,15,6,10,1,0,11,4,1,62,2.286,0,0.3333,0.24,0.51,1
8,16,9,8,0,1,40,0,1,19,1.7,0,0.0625,0.92,0.64,1
6,172372,2860,167,0,1,167,5812,261,2955,60.249,0,0.0352,64.05,0.4,0
11,7086612,37,455885,0,1,90,521017,10059,4387,186489.816,1,0.0749,1920.28,0.73,0
16,25517,2632,178,0,1,45,4117,161,1497,9.692,0,0.1677,19.43,1.0,0
9,0,17,4,1,0,30,4,0,51,0.056,0,0.0,0.0,0.82,1
17,334264,2869,15,0,1,104,38659,883,1175,116.469,0,0.1183,254.06,1.0,0
16,24310,240,451,1,0,53,0,0,462,100.876,0,0.0,58.92,1.0,0
10,17,15,8,1,0,32,0,2,48,1.125,0,0.1176,0.4,0.83,1
6,471888,906,57,0,1,107,10964,219,1269,520.275,0,0.0237,386.48,0.4,0
8,6,17,10,0,0,29,1,0,30,0.389,0,0.1667,0.22,0.79,1
5,54223080,36,694770,0,1,152,6718198,89025,2662,1465488.676,1,0.1255,18858.04,0.33,0
14,2,9,5,0,1,31,2,0,47,0.3,0,1.0,0.04,1.0,1
13,16103,91,287,1,0,49,0,0,1764,175.043,0,0.0,10.83,0.87,0
10,317623,1552,292,0,1,94,34218,708,3859,204.523,0,0.11,88.82,0.67,0
13,21591,224,134,1,0,66,0,0,873,95.964,0,0.0,27.75,0.87,0
12,594998,2242,193,0,1,105,49456,1745,3092,265.269,0,0.0861,227.75,0.8,0
18,12,16,7,0,1,21,4,0,76,0.765,0,0.3333,0.14,1.0,1
10,5,15,4,1,0,1,4,0,58,0.375,0,0.8,0.09,0.93,1
4,65631,1530,230,0,1,141,3034,33,1174,42.869,0,0.0467,61.69,0.27,0
7,9040637,48,393893,0,1,70,954530,14248,3008,184502.816,1,0.1072,3190.11,0.47,0
16,11,14,3,1,1,7,1,1,29,0.8,0,0.1818,0.32,1.0,1
16,14,13,7,0,1,7,1,2,13,1.071,0,0.2143,1.08,1.0,1
13,208405,368,84,0,1,102,1618,74,3020,564.786,0,0.0081,80.98,0.87,0
17,37809,1012,235,0,1,186,7215,78,3430,37.325,0,0.1929,12.51,1.0,0
10,7,18,1,0,0,12,2,0,39,0.421,0,0.2857,0.18,0.96,1
18,20,17,6,1,1,40,3,0,30,1.167,0,0.15,0.65,1.0,1
8,11,6,10,1,0,44,3,0,31,1.714,0,0.2727,0.4,0.77,1
7,695832,1414,37,0,1,43,112231,3181,1566,491.755,0,0.1659,384.86,0.47,0
19,3,3,5,1,0,41,3,0,42,1.0,0,1.0,0.08,1.0,1
6,8,25,4,1,1,11,2,0,15,0.346,0,0.25,0.45,0.64,1
14,187612,2237,73,0,1,138,27396,441,2566,83.831,0,0.1484,85.75,0.93,0
12,15636,216,390,1,0,150,0,0,1639,72.06,0,0.0,9.17,0.8,0
6,4,14,9,1,1,29,1,2,41,0.333,0,0.75,0.09,0.59,1
11,24249,120,221,1,1,139,0,0,1936,200.413,0,0.0,11.36,0.73,0
18,4,27,7,0,0,44,3,0,52,0.179,0,0.75,0.08,1.0,1
20,5,0,4,0,1,28,3,1,60,6.0,0,0.8,0.1,1.0,1
7,18,5,2,1,0,0,2,2,33,3.167,0,0.2222,0.48,0.67,1
14,34461,113,23,0,1,59,5822,179,3537,302.298,0,0.1741,10.68,0.93,0
9,10,24,0,1,0,30,2,2,39,0.44,0,0.4,0.3,0.71,1
10,2914488,76,71263,0,1,222,380791,4210,4446,37850.506,1,0.1321,676.22,0.67,0
10,470734,1270,12,0,1,136,76282,3780,1688,370.366,0,0.1701,286.19,0.67,0
6,13541,146,66,1,1,42,0,0,1202,92.122,0,0.0,10.56,0.4,0
9,931419,2230,73,0,1,123,170098,6776,356,417.49,0,0.1899,2840.47,0.6,0
5,6,10,5,0,0,44,3,1,67,0.636,0,0.6667,0.08,0.45,1
12,2,4,10,1,0,32,0,2,91,0.6,0,1.0,0.03,1.0,1
6,4,4,6,0,0,11,0,0,36,1.0,0,0.0,0.11,0.7,1
16,56852,2691,196,0,1,92,3071,106,1158,21.119,0,0.0559,56.76,1.0,0
12,338638,115,67,0,1,68,61707,2345,2683,2919.302,0,0.1891,129.27,0.8,0
5,4436,112,152,1,0,128,0,0,433,39.265,0,0.0,12.09,0.33,0
16,514100,2897,138,0,1,195,67942,1163,792,177.399,0,0.1344,744.18,1.0,0
7,158812,2326,235,0,1,33,2483,43,1073,68.248,0,0.0159,146.25,0.47,0
16,18,21,6,0,0,22,4,1,100,0.864,0,0.2778,0.17,1.0,1
9,7,0,2,0,1,28,5,0,70,8.0,0,0.7143,0.12,0.82,1
4,6071,233,137,1,0,136,0,0,367,25.949,0,0.0,16.03,0.27,0
10,4,25,8,0,1,21,3,0,36,0.192,0,0.75,0.11,0.85,1
15,250025,2713,151,0,1,73,5503,78,2693,92.125,0,0.0223,97.65,1.0,0
10,49080310,30,465777,0,1,206,2448612,39736,2638,1583235.839,1,0.0507,18858.23,0.67,0
10,4,10,3,1,1,48,1,2,42,0.455,0,0.75,0.09,0.93,1
14,63057,1577,142,0,1,180,1837,73,2378,39.961,0,0.0303,31.2,0.93,0
19,90113408,45,502986,0,1,189,10759623,109323,3116,1958987.152,1,0.1206,26855.93,1.0,0
17,20,30,8,1,0,39,4,2,75,0.677,0,0.3,0.22,1.0,1
8,663117,921,271,0,1,92,98897,3216,486,719.217,0,0.154,1255.63,0.53,0
11,2645220,46,745653,0,1,216,319801,3398,3422,56281.298,1,0.1222,856.87,0.73,0
19,11,4,7,1,0,49,0,0,10,2.4,0,0.0,1.27,1.0,1
15,36975156,37,673089,0,1,127,2869725,48987,3605,973030.447,1,0.0789,9425.57,1.0,0
16,545098,1499,217,0,1,84,20465,906,2444,363.399,0,0.0392,189.69,1.0,0
16,325825,1951,258,0,1,163,42731,490,2086,166.919,0,0.1327,134.91,1.0,0
9,52627,2986,50,0,1,119,5148,92,1612,17.619,0,0.0996,39.02,0.6,0
3,9043,259,146,1,1,150,0,0,2544,34.785,0,0.0,3.95,0.2,0
9,555878,893,135,0,1,75,64390,3085,3218,621.789,0,0.1214,188.58,0.6,0
7,14,0,2,0,0,3,2,0,69,15.0,0,0.1429,0.2,0.7,1
8,3,5,6,0,1,26,2,2,64,0.667,0,1.3333,0.04,0.67,1
7,8,20,6,1,1,2,4,0,87,0.429,0,0.5,0.09,0.59,1
4,33547063,54,174045,0,1,207,989400,8013,1647,609946.618,1,0.0297,20939.51,0.27,0
5,8669,156,431,1,1,148,0,0,1180,55.223,0,0.0,7.7,0.33,0
20,10,21,3,1,0,39,5,1,29,0.5,0,0.6,0.35,1.0,1
16,2489360,100,800661,0,1,249,55576,790,3394,24647.139,1,0.0226,705.12,1.0,0
5,89889,298,27,0,1,116,14167,176,1583,300.635,0,0.1596,63.65,0.33,0
13,994809,1974,84,0,1,183,115199,5703,1174,503.701,0,0.1215,940.31,0.87,0
11,744585,1203,255,0,1,71,7267,151,3584,618.427,0,0.01,238.67,0.73,0
9,630753,2729,209,0,1,161,107739,1772,2394,231.045,0,0.1736,249.67,0.6,0
14,1053,87,323,1,0,62,0,0,1801,11.977,0,0.0,0.68,0.93,0
20,13,22,2,1,1,17,5,2,74,0.609,0,0.5385,0.15,1.0,1
17,828604,953,55,0,1,152,15685,609,905,868.559,0,0.0197,932.7,1.0,0
13,16,28,5,1,0,19,1,0,80,0.586,0,0.0625,0.18,1.0,1
17,3,25,3,1,1,48,3,0,37,0.154,0,1.0,0.09,1.0,1
17,726848,2826,282,0,1,177,3911,105,1335,257.11,0,0.0055,582.15,1.0,0
19,62503913,93,902591,0,1,138,9160097,63767,2317,664935.255,1,0.1476,27641.47,1.0,0
8,614849,2868,195,0,1,132,56707,612,2695,214.308,0,0.0932,227.39,0.53,0
16,23447,261,130,1,1,52,0,0,1700,89.496,0,0.0,15.26,1.0,0
11,19911,228,492,1,0,73,0,0,220,86.952,0,0.0,84.31,0.73,0
12,9,30,9,1,0,41,3,0,25,0.323,0,0.3333,0.35,0.97,1
5,27756,292,283,1,1,26,0,0,2701,94.734,0,0.0,9.39,0.33,0
9,975896,1013,168,0,1,190,50681,808,1637,962.423,0,0.0528,513.93,0.6,0
10,8671,55,197,1,1,102,0,0,2670,154.857,0,0.0,3.3,0.67,0
7,18,28,2,0,0,11,3,1,54,0.655,0,0.2222,0.28,0.57,1
8,81008,101,223,0,1,58,7825,122,3435,794.206,0,0.0981,23.84,0.53,0
10,18,3,1,0,0,34,1,2,67,4.75,0,0.1667,0.23,0.87,1
10,9,5,4,1,0,15,3,2,81,1.667,0,0.5556,0.13,0.88,1
3,13503,173,441,1,0,84,0,0,2151,77.609,0,0.0,6.96,0.2,0
17,33860468,88,960998,0,1,175,1287543,9059,1103,380454.708,1,0.0383,26678.93,1.0,0
20,5055843,56,399942,0,1,151,632471,3454,1440,88699.018,1,0.1258,3117.58,1.0,0
4,18379,197,454,1,0,81,0,0,70,92.828,0,0.0,219.39,0.27,0
10,8,10,3,0,1,47,5,1,95,0.818,0,0.75,0.07,0.86,1
5,986779,318,106,0,1,137,80109,1374,657,3093.354,0,0.0826,1777.26,0.33,0
10,6,21,7,0,0,39,5,2,16,0.318,0,1.1667,0.39,0.97,1
12,21741,129,61,1,0,118,0,0,158,167.246,0,0.0,122.56,0.8,0
3,6448,70,88,1,1,101,0,0,1868,90.831,0,0.0,4.05,0.2,0
18,0,17,10,1,1,35,3,2,97,0.056,0,0.0,0.0,1.0,1
5,689176,664,205,0,1,186,132274,6573,621,1036.356,0,0.2015,1138.82,0.33,0
14,8,18,7,1,0,0,2,2,13,0.474,0,0.5,0.57,1.0,1
13,14,29,3,0,1,47,4,2,44,0.5,0,0.4286,0.32,1.0,1
15,5,17,10,1,0,17,4,0,58,0.333,0,0.8,0.08,1.0,1
17,21178,71,417,1,0,92,0,0,498,294.153,0,0.0,35.15,1.0,0
7,20,9,5,0,0,38,2,0,89,2.1,0,0.1,0.18,0.62,1
17,14,24,4,0,0,49,1,1,15,0.6,0,0.1429,0.78,1.0,1
13,11,29,8,0,1,12,4,0,95,0.4,0,0.3636,0.13,1.0,1
12,549949,1234,114,0,1,125,17838,377,752,445.304,0,0.0331,709.71,0.8,0
17,19143,131,106,1,1,57,0,0,1742,145.03,0,0.0,9.6,1.0,0
11,1,21,2,0,1,36,5,0,41,0.091,0,5.0,0.02,0.86,1
6,29136,130,10,1,1,118,0,0,2314,222.42,0,0.0,14.05,0.4,0
12,3,28,10,0,0,18,4,0,99,0.138,0,1.3333,0.02,0.94,1
6,9,19,7,1,1,9,1,0,43,0.5,0,0.1111,0.25,0.55,1
19,3,24,0,0,1,47,1,2,14,0.16,0,1.0,0.23,1.0,1
17,897755,2947,258,0,1,109,161306,6483,1680,304.531,0,0.1869,632.56,1.0,0
4,23333,172,151,1,0,132,0,0,2909,134.879,0,0.0,9.19,0.27,0
10,685792,128,251,0,1,178,97212,1479,487,5316.225,0,0.1439,1223.58,0.67,0
10,14,22,9,1,1,9,3,0,77,0.652,0,0.2143,0.2,0.77,1
11,15,12,2,0,1,21,4,1,96,1.231,0,0.3333,0.13,0.85,1
4,7001867,75,580829,0,1,108,646843,3303,3699,92129.842,1,0.0929,1687.67,0.27,0
18,0,4,3,1,1,12,4,1,77,0.2,0,0.0,0.0,1.0,1
11,11735409,88,953583,0,1,83,1566685,14927,4381,131858.539,1,0.1348,2242.98,0.73,0
8,8,11,8,1,1,27,4,0,64,0.75,0,0.5,0.11,0.74,1
17,4,25,10,0,1,3,3,1,65,0.192,0,1.0,0.06,1.0,1
6,685576,141,162,0,1,28,43808,898,3980,4828.007,0,0.0652,201.89,0.4,0
7,88167818,64,553082,0,1,157,12808803,220994,4081,1356427.985,1,0.1478,24827.87,0.47,0
18,616321,1326,94,0,1,72,55177,1536,3257,464.448,0,0.092,196.52,1.0,0
15,710636,1667,291,0,1,158,126716,3632,3274,426.041,0,0.1834,229.85,1.0,0
12,9,14,8,0,1,43,1,1,28,0.667,0,0.2222,0.34,1.0,1
9,6819819,16,825207,0,1,194,264123,4608,3070,401165.882,1,0.0394,2298.2,0.6,0
15,8,2,3,1,1,40,5,0,61,3.0,0,0.625,0.11,1.0,1
13,307841,716,30,0,1,94,27155,1017,2762,429.347,0,0.0915,132.35,0.87,0
3,23268,108,265,1,0,110,0,0,770,213.477,0,0.0,31.44,0.2,0
12,610710,372,128,0,1,32,103262,3305,1432,1637.295,0,0.1745,433.52,0.8,0
20,9,28,4,0,1,39,1,2,26,0.345,0,0.3333,0.28,1.0,1
18,20,3,3,0,1,21,1,0,15,5.25,0,0.05,1.1,1.0,1
16,389092,446,28,0,1,85,11071,234,347,870.454,0,0.0291,1161.05,1.0,0
17,247124,2580,240,0,1,83,5367,154,1814,95.748,0,0.0223,156.47,1.0,0
18,8,1,8,1,0,15,4,1,44,4.5,0,0.625,0.16,1.0,1
18,54924,611,271,0,1,132,3777,113,2042,89.747,0,0.0708,22.78,1.0,0
3,1040100,49,246962,0,1,164,120158,2320,2036,20802.02,1,0.1178,462.13,0.2,0
13,127319,1560,49,0,1,46,10818,179,2366,81.563,0,0.0864,47.51,0.87,0
3,568493,2664,59,0,1,68,6289,93,396,213.319,0,0.0112,1255.11,0.2,0
14,5092,249,203,0,1,71,927,16,1322,20.372,0,0.1852,3.11,0.93,0
3,92496,2618,164,0,1,109,10521,185,2015,35.318,0,0.1157,54.84,0.2,0
7,208528,1499,279,0,1,173,23931,747,3494,139.019,0,0.1183,48.87,0.47,0
14,634804,2355,22,0,1,132,101502,2760,2332,269.442,0,0.1642,294.91,0.93,0
7,788398,1680,49,0,1,185,80803,951,1242,469.006,0,0.1037,584.49,0.47,0
12,0,2,6,1,1,39,1,2,34,0.333,0,0.0,0.0,0.93,1
15,819055,2952,259,0,1,163,100983,4525,2784,277.364,0,0.1288,313.92,1.0,0
5,925467,1380,242,0,1,144,90409,2175,423,670.143,0,0.1,2153.95,0.33,0
8,18,1,5,1,1,46,4,2,68,9.5,0,0.3333,0.22,0.76,1
12,2,25,1,0,1,7,5,1,28,0.115,0,3.0,0.07,0.95,1
9,677,74,427,1,0,136,0,0,2588,9.04,0,0.0,0.23,0.6,0
18,15,23,4,1,1,34,5,0,66,0.667,0,0.3333,0.24,1.0,1
10,8,25,6,1,0,39,1,2,100,0.346,0,0.375,0.07,0.83,1
16,659040,1938,289,0,1,66,15637,485,1839,339.887,0,0.0245,386.2,1.0,0
18,25597,129,175,1,0,86,0,0,1022,196.908,0,0.0,28.68,1.0,0
4,280648,2620,288,0,1,51,7029,153,386,107.077,0,0.0256,730.42,0.27,0
20,19695034,94,737802,0,1,67,2731402,36174,3774,207316.158,1,0.1405,6084.92,1.0,0
10,23521,108,50,1,0,148,0,0,2131,215.798,0,0.0,10.37,0.67,0
15,1788447,36,909614,0,1,187,238255,4328,1881,48336.432,1,0.1356,1009.66,1.0,0
4,10974,57,228,1,1,123,0,0,1183,189.224,0,0.0,8.88,0.27,0
8,3681,236,16,1,1,85,0,0,1912,15.536,0,0.0,1.65,0.53,0
15,423818,1053,27,0,1,50,42501,1594,1286,402.105,0,0.104,389.48,1.0,0
9,9,27,7,0,1,35,1,1,91,0.357,0,0.2222,0.08,0.86,1
15,912967,613,266,0,1,101,139147,5122,1622,1486.919,0,0.158,454.63,1.0,0
12,209636,851,139,0,1,145,10266,407,2092,246.053,0,0.0509,97.57,0.8,0
4,12512,199,351,1,0,126,0,0,2381,62.565,0,0.0,4.27,0.27,0
14,5502,102,477,1,1,40,0,0,375,53.427,0,0.0,16.02,0.93,0
